fakeid,a,e,i,lan,aop,M,epochJD,H,mag,sun_dist,inBLISS
5000993,745.234515975,0.29969791039099997,26.2347463749,85.4888594587,171.63235669899998,36.561872174899996,2456658.5,-3.52761213698,24.29,600.621520996,True
5001077,791.378643938,0.304341975747,35.0171370463,121.112403855,177.28590188799998,28.880693820500003,2456658.5,-6.75184936143,21.12,607.191467285,True
5001103,730.291677745,0.276975452202,37.167827403800004,107.84353074200001,169.991913565,17.4486860875,2456658.5,-4.33525609092,23.06,545.320678711,True
5001145,789.8301955060001,0.278031481405,24.2381734899,87.1587995323,162.301040312,53.7366336329,2456658.5,-6.00780919133,22.53,709.5778198239999,True
5001146,418.92968832,0.33822712512599995,35.3839242598,95.4322273401,148.657442004,25.031050679899998,2456658.5,-3.18436542194,21.69,305.145568848,True
5001160,757.3127423789999,0.270315237617,28.7846000121,93.12961486290001,131.83881057899998,50.659715573199996,2456658.5,-5.14737764361,23.13,669.687805176,True
5001170,518.9831246580001,0.49381372409999996,31.665102547300002,90.5263748234,126.787155503,49.4953663851,2456658.5,-3.94507253699,22.74,461.643371582,True
5001239,641.722581974,0.276880183806,38.3807065684,117.60091878,167.679127227,29.1755448094,2456658.5,-5.4093723705,21.65,504.03503418,True
5001241,424.63615101,0.26974502855,34.4125868001,90.2023654847,123.417056282,107.107467385,2456658.5,-2.38285095755,24.49,482.655914307,True
5001280,597.011278836,0.341702901179,38.3504769557,93.14051969379999,165.629457649,37.9596607563,2456658.5,-6.04695156151,20.77,476.377197266,True
5001320,539.678819915,0.556343452173,27.9163292615,91.2900371225,147.252927062,35.1282654788,2456658.5,-2.05893387732,24.08,406.67681884800004,True
5001325,632.197946837,0.45874270269199996,36.3279315315,128.29073202700002,136.74969297200002,32.6349667503,2456658.5,-2.34785747426,24.33,461.16467285199997,True
5001347,612.722504116,0.32383414336800004,35.7553619453,93.84497777819999,147.555463315,29.7917926708,2456658.5,-6.38411066059,20.32,465.89996337900004,True
5001350,671.862351376,0.335479211125,33.7611662366,120.22253869299999,177.946373336,26.551887708699997,2456658.5,-2.7694052657599997,24.22,495.52359008800005,True
5001394,614.017968201,0.544031778953,36.4603804793,89.4057571355,155.37772168799998,37.8516428204,2456658.5,-2.55106525462,24.3,480.386749268,True
5001420,586.275442705,0.37742990403099996,27.9572049385,116.29238599799999,127.09938508200001,43.2527699388,2456658.5,-4.79530092588,22.09,483.828186035,True
5001440,575.904392691,0.511051162545,29.7898124634,99.88033699629999,151.13685223,16.004801909,2456658.5,-4.30408423117,20.84,324.029174805,True
5001456,556.076327121,0.5155773857989999,33.3545380488,114.366834862,120.084058665,34.6224609473,2456658.5,-2.4880175923400003,23.72,413.92312622099996,True
5001491,721.364528013,0.38314426353299996,37.6306459219,90.0254070657,164.264291014,27.2255633558,2456658.5,-6.615180369419999,20.54,515.58380127,True
5001493,773.874033818,0.579861759203,36.9491518956,106.614498695,179.704336919,6.972393889710001,2456658.5,-0.993212037337,24.4,343.15652465799997,True
5001530,804.38866582,0.380012516181,37.3771089907,123.298027334,136.23172045200002,43.1285529225,2456658.5,-7.11612304758,21.13,662.905944824,True
5001543,569.978752502,0.475431154065,31.0931622889,94.7155414317,135.934580727,51.843026613,2456658.5,-4.95560572618,22.21,516.138000488,True
5001545,734.4839371610001,0.484363739407,34.696217186999995,113.43240168,121.377611345,28.4883335761,2456658.5,-2.6834795753400003,24.37,504.06488037099996,True
5001558,888.220217055,0.363286013073,26.3332842266,94.2126148033,134.805867093,42.7445816521,2456658.5,-5.20672369634,23.46,731.48046875,True
5001566,779.768133692,0.546900695221,34.4783057905,129.159876103,170.988845344,14.743789435,2456658.5,-4.82679075209,21.38,413.377807617,True
5001582,626.946783742,0.327300297744,20.871790311199998,103.80462887799999,140.85405698600002,50.2282643749,2456658.5,-3.2283865785900003,24.2,548.622619629,True
5001583,785.1424859939999,0.31612638235199997,37.4577926712,118.66439572600001,152.42633036,24.0793523985,2456658.5,-3.26876171977,24.39,580.055725098,True
5001646,777.39341397,0.25392739886300003,21.6337384191,107.69483928700001,175.551744825,21.194168401,2456658.5,-3.07667924824,24.76,603.149047852,True
5001683,545.019605467,0.422761655889,27.735970689200002,108.95047873600001,133.958134567,23.124038474899997,2456658.5,-1.6428197455700002,23.99,363.58770752,True
5001712,647.389049969,0.29505723059300004,30.3525504518,121.045904708,133.026265788,62.6404562445,2456658.5,-6.27816350436,21.62,611.756652832,True
5001743,402.175093652,0.382039839924,32.3785791032,88.2980729444,140.51721264399998,63.644908486599995,2456658.5,-3.4752411259699993,22.48,390.02755737300004,True
5001752,418.614160686,0.376987679412,35.8501243176,83.6002540799,170.69474563100002,17.7556231941,2456658.5,-0.368787801461,24.12,279.072845459,True
5001761,485.82023942,0.30046588564599996,37.856483642600004,104.94276415799999,147.493753625,29.0688963767,2456658.5,-1.34453201475,24.42,374.285552979,True
5001808,561.733597685,0.5818381732760001,39.0559713775,124.59324515,147.242651263,18.8331427792,2456658.5,-1.00980866238,24.0,313.09487915,True
5001845,720.6298498960001,0.263561587276,22.2789061683,107.90987882799999,174.52230957900002,13.5901172918,2456658.5,-6.37609430928,20.98,540.348937988,True
5001861,853.522413163,0.470358088961,32.9645879629,110.79745816299999,177.567553525,7.69945402759,2456658.5,-5.76890057382,20.93,464.67843627900004,True
5002053,621.564740276,0.548684089076,27.5029362679,100.454596449,137.205687249,42.7171239851,2456658.5,-5.2088419039,21.99,520.364624023,True
5002118,547.628999306,0.586270775694,38.1693416285,109.349398965,126.431206141,27.2656481575,2456658.5,-4.9051426025,20.72,361.966003418,True
5002123,607.9951955280001,0.503735672118,33.3035268051,84.43799760819999,125.594349474,77.79047771890001,2456658.5,-7.605734739419999,20.82,690.30682373,True
5002129,813.0592299089999,0.557529436789,26.3990045086,103.084797182,152.29529098,14.102742243,2456658.5,-5.9995330846899995,20.28,421.05813598599997,True
5002196,652.7266971509999,0.514252786803,33.1743357987,87.6880170312,163.81229511799998,34.753500742,2456658.5,-3.9032052300699998,23.01,486.739715576,True
5002207,677.157486853,0.507027875521,24.186626894299998,97.07552320479999,152.258329175,38.991320853299996,2456658.5,-2.69369412986,24.62,534.2668457030001,True
5002263,767.582094778,0.452049968121,35.990310508600004,109.47529923100001,126.479193681,50.807336469,2456658.5,-4.2233710670899995,24.15,683.231933594,True
5002298,730.571001968,0.34024403557899996,39.993397860500004,103.219092171,178.09602880900002,20.866301810499998,2456658.5,-2.73670957768,24.43,517.208679199,True
5002324,749.390259528,0.268020759215,34.5829808702,124.83552876799999,158.954068717,43.4396843752,2456658.5,-7.5423802782500005,20.54,637.6587524409999,True
5002377,601.36256026,0.41593782893799996,26.416778589499998,101.672383313,152.89480716100002,44.335263715100005,2456658.5,-4.37465064425,22.65,500.13558960000006,True
5002401,744.941948248,0.382426115921,36.975654022,85.7542431201,131.74588492,45.657124865200004,2456658.5,-4.78622312257,23.21,627.315368652,True
5002473,543.123311101,0.5390341824889999,33.8008127842,127.48255569700001,132.76488341200002,25.598167753000002,2456658.5,-0.618442767408,24.88,350.497955322,True
5002493,653.277812734,0.543600317866,20.4889387067,97.96019062219999,122.87335226399999,47.199009088400004,2456658.5,-3.32862136766,24.32,577.1456298830001,True
5002495,570.868553483,0.45840404028899995,34.2322474772,120.59154954899999,171.079036678,14.7065480077,2456658.5,-1.98680580028,23.33,336.417999268,True
5002504,550.05027798,0.491255213842,25.576182711999998,97.9143025758,169.405989311,24.3972388128,2456658.5,-2.0903487667299996,23.46,355.418212891,True
5002527,828.308809079,0.582141797244,36.4984673647,89.5732638684,126.348044411,47.0412495468,2456658.5,-4.72122222857,24.02,743.549377441,True
5002530,885.6083857860001,0.483425898771,39.8897404402,129.762642509,120.940309651,35.352150270799996,2456658.5,-5.19671266547,23.07,665.909362793,True
5002542,861.990129338,0.485722220683,39.319990638600004,98.15322516549999,121.56192264100001,55.8080482314,2456658.5,-5.3646189039,23.77,814.276733398,True
5002544,750.508762971,0.515267128224,31.2256162897,104.469554571,136.715167465,31.1922766086,2456658.5,-5.666956591519999,21.62,531.6491699219999,True
5002633,741.014040982,0.447090953327,24.1728340859,94.8391143218,158.408098274,35.0326732599,2456658.5,-6.84627522854,20.65,557.4765625,True
5002663,565.553216991,0.5382636130399999,29.039007064,116.41047312100001,123.157375966,36.844117061700004,2456658.5,-2.74738038574,23.68,435.620849609,True
5002702,576.318571401,0.41317795902500004,26.846381374,108.166268345,164.30043366,23.910562070100003,2456658.5,-5.0879030002,20.87,390.526794434,True
5002706,538.8100611369999,0.478110057243,34.7792300235,97.2224567402,142.24460699899998,46.152199621,2456658.5,-1.88783349815,24.78,460.23181152300003,True
5002711,417.102542396,0.361451599576,29.439026200900003,97.1567363841,144.40370677,51.980232336899995,2456658.5,-5.30992620009,20.41,369.6015625,True
5002722,849.503891218,0.379673926272,27.7509536766,114.122982385,165.077657307,29.500626279400002,2456658.5,-7.198753019910001,20.76,620.799804688,True
5002917,844.490908659,0.588648997716,36.2339547153,110.771594201,151.678928552,21.962477042399996,2456658.5,-3.4957018833399998,23.55,501.533081055,True
5002926,505.31936377,0.583785249582,37.2273454223,116.56778081700001,128.022341692,38.742178483,2456658.5,-4.02031371975,22.1,405.470611572,True
5002951,700.638024204,0.29682404305599996,27.7441013235,95.1981724802,137.629485256,60.175554451000004,2456658.5,-6.3882221954,21.79,652.893920898,True
5002952,586.7739178209999,0.313508813414,27.118479596700002,116.753813194,137.20906484,39.8406414039,2456658.5,-4.141527781680001,22.7,479.834075928,True
5003000,633.797112372,0.439663432387,35.057696058699996,129.85270924600002,131.34821677899998,43.7689920112,2456658.5,-6.01098039766,21.23,524.685180664,True
5003049,774.736888779,0.55988611561,36.018938406,113.439486644,123.455381062,45.061135316400005,2456658.5,-5.70224197223,22.6,671.389038086,True
5003084,791.968127353,0.346049215923,21.0501018258,92.86491411790001,123.367831166,67.1104643879,2456658.5,-4.9346373878,24.0,777.1882324219999,True
5003121,801.029658786,0.410381193878,24.9373981368,88.9245207617,120.475433431,46.371743189700005,2456658.5,-3.66979318994,24.67,678.970703125,True
5003148,874.851638139,0.482525660642,24.758225826700002,86.54445873479999,135.872675826,66.3229500521,2456658.5,-6.622618212100001,22.96,903.6020507810001,True
5003197,554.150470124,0.344647186383,36.283863261,94.5134256077,168.531995205,16.2893004998,2456658.5,-2.6406037053900002,23.19,380.31597900400004,True
5003205,574.461887316,0.42288197516900006,39.201472731100004,114.080161525,121.51867857299999,61.8431536638,2456658.5,-3.99655172066,23.5,557.573791504,True
5003233,462.36028899900003,0.44284207673,38.306852954499995,108.631579858,174.81006894799998,9.27629995445,2456658.5,-2.25088522904,22.04,266.008544922,True
5003320,812.907576813,0.264097882672,32.042899469299996,106.653866548,138.345518323,37.9815415218,2456658.5,-3.5128749111800004,24.79,673.436828613,True
5003339,774.76356628,0.27007429402800004,36.431092558,91.7375642617,129.709500036,60.450551956000005,2456658.5,-5.253130180059999,23.36,722.1137084960001,True
5003346,843.673328457,0.506398377224,27.029681646500002,91.62366908770001,121.281136352,52.2212477713,2456658.5,-4.1086223430599995,24.82,775.865600586,True
5003347,506.973578755,0.331168034575,27.582615047399997,84.7012330221,168.794284347,33.4716083969,2456658.5,-1.7450952995599998,24.24,393.43762207,True
5003363,804.6884908769999,0.483967569783,38.6994157588,103.55241032299999,149.151309073,31.7529806694,2456658.5,-5.49538067992,22.15,577.211975098,True
5003373,880.340629564,0.293397912091,30.560152784699998,111.089066379,145.97935401799998,36.2417198878,2456658.5,-5.14415992394,23.4,710.586303711,True
5003463,448.93801552199994,0.42009834329,39.4906081971,119.623949921,145.125435417,33.3047589269,2456658.5,-2.40999589158,22.87,333.777648926,True
5003567,427.355393175,0.589635355425,28.8841496071,114.239468251,122.51172473700001,35.920589670700004,2456658.5,-0.268095386728,24.95,328.994049072,True
5003569,588.116962537,0.290835746866,39.0829895667,128.01219571,133.460526135,56.9880436801,2456658.5,-4.730958312619999,22.61,537.869018555,True
5003593,667.962243437,0.466857632847,35.115008234899996,86.2505220457,130.125544698,33.6755898501,2456658.5,-5.0003357281800005,21.95,492.674102783,True
5003665,684.405830642,0.344005550684,36.253926618499996,114.61822462100001,136.155654375,58.493058311400006,2456658.5,-4.4735970730000005,23.58,634.468811035,True
5003720,595.344373097,0.266523503615,26.713217767,93.21251507459999,135.059449026,63.0880201975,2456658.5,-4.33014857618,23.2,562.425354004,True
5003737,427.811440871,0.5912889902,36.6219350591,122.535860915,147.635235034,21.5459992978,2456658.5,-0.742737907987,23.33,251.63734436,True
5003767,523.5099642519999,0.564485977894,25.9869994119,98.40819611,140.965440822,38.6960373683,2456658.5,-2.4630000293200003,23.78,416.944915771,True
5003770,684.8719094730001,0.421264226631,29.5350591817,83.0494644664,149.629125749,26.4019651277,2456658.5,-5.37456369111,21.4,473.18823242199994,True
5003784,747.320746627,0.30896961742,34.958137772,112.064125979,145.979948467,39.411602807399994,2456658.5,-6.65654179735,21.23,610.5397949219999,True
5003793,572.231295581,0.396991121294,35.2232062531,87.7983762698,131.158992137,38.4757025286,2456658.5,-1.6956298853799998,24.87,450.849639893,True
5003799,712.541809084,0.461851046944,29.0340836575,92.7946378987,127.976013475,39.2684177239,2456658.5,-7.4297646125,20.1,562.14276123,True
5003819,868.492308007,0.595303336394,24.0206152242,104.92486130799999,135.101322708,14.2276030242,2456658.5,-3.5395805397800006,22.85,432.970611572,True
5003835,590.50961156,0.36601234069,35.9599323084,116.417092309,149.16039008799999,42.6659592025,2456658.5,-3.51248951116,23.39,485.755462646,True
5003874,556.23213513,0.543138102881,33.7517522383,110.384858675,146.489210929,21.176038024300002,2456658.5,-4.35405505728,20.9,331.71359252900004,True
5003905,763.3119887189999,0.320325292213,38.5240638565,121.896900484,129.01710084,49.7368210292,2456658.5,-6.326934719990001,21.94,666.1184082030001,True
5004028,859.4107105080001,0.347736181252,37.1193698406,84.5300096327,148.989615586,45.1630257278,2456658.5,-3.92610866715,24.69,723.2680664060001,True
5004128,438.134854837,0.296973212871,31.858370431500003,100.29851092700001,160.738971426,33.3615407616,2456658.5,-1.24296442186,24.2,346.93142700199996,True
5004136,714.0869136919999,0.559161233055,33.489622974899994,86.26219405120001,177.856767741,10.6278018842,2456658.5,-1.0390895524700001,24.41,347.360809326,True
5004149,876.1647093189999,0.35063582185500003,29.5305280671,108.837423409,125.650023006,37.5975826527,2456658.5,-5.591407434650001,22.85,694.7723388669999,True
5004188,593.346737246,0.398794424376,26.1897314582,101.077211692,151.13687561,24.6316104012,2456658.5,-5.841924840040001,20.31,409.497039795,True
5004211,593.798768862,0.364454117027,33.8075989611,95.5312863133,125.852950656,86.3970221409,2456658.5,-5.99481007161,22.2,654.995727539,True
5004222,859.6210394569999,0.525174283822,28.423120216999997,111.517866225,166.83451702899998,12.9934336549,2456658.5,-2.69832616146,23.92,455.069549561,True
5004232,800.995654504,0.320735838522,22.0809278873,107.37035142100001,141.51161580299998,47.9744953884,2456658.5,-7.4900858336,20.93,690.6801757810001,True
5004245,522.082019464,0.462369236169,25.8459389719,89.848229187,120.76059829299999,82.1693257301,2456658.5,-7.720575945449999,20.05,594.440490723,True
5004267,824.8857122310001,0.386253503827,29.7527899659,94.1721876346,140.21709913799998,60.4288528969,2456658.5,-5.573344968220001,23.39,782.5432739260001,True
5004408,657.807354009,0.563587507531,26.2811356138,109.768744815,131.011004026,25.2029338817,2456658.5,-6.03818691166,20.22,419.033508301,True
5004458,787.1632623280001,0.314956282289,23.881657152,104.37146549,139.002208363,52.59042618,2456658.5,-4.886021896080001,23.6,700.307800293,True
5004513,826.102954991,0.287474844161,31.141434597800004,84.4673463573,145.798103806,78.5963612039,2456658.5,-5.14268247998,24.16,846.8194580080001,True
5004557,550.206212134,0.373274080568,34.682527106,116.91705208299999,157.439910116,27.7393903257,2456658.5,-3.78392093328,22.25,397.746643066,True
5004566,737.3427616360001,0.408392518997,22.436311540100004,83.349874001,135.264451254,83.8251162124,2456658.5,-6.503180128080001,22.67,821.7840576169999,True
5004590,755.0938830480001,0.290358722245,32.0759002258,83.9176068262,128.928435818,58.160827963,2456658.5,-5.44972717668,22.99,695.2706298830001,True
5004669,795.2832988939999,0.37865492065300005,37.2890090507,85.6815822588,124.821965155,61.6027788166,2456658.5,-7.436356353300001,21.39,759.328491211,True
5004674,429.45129959699995,0.457638131481,29.3943271891,115.579039835,120.316714957,59.1676715612,2456658.5,-5.738725666000001,20.47,413.34753418,True
5004707,456.780730986,0.40446437003799995,28.9928509992,90.57413599440001,147.478000309,42.9871645194,2456658.5,-3.9432913423900002,21.84,375.14175415,True
5004835,886.3591032310001,0.543924735188,26.7456430734,101.61283049,129.876639423,35.783035159099995,2456658.5,-7.32799775733,20.98,672.96282959,True
5004842,681.1741362,0.272008235991,28.609354862399996,88.59353102829999,176.481589276,17.328058051099998,2456658.5,-6.26829563551,20.84,511.329559326,True
5004873,426.828259956,0.308458029076,30.7715114264,90.8577081383,143.918498382,35.929858157800005,2456658.5,-1.94972330005,23.41,341.03585815400004,True
5004884,539.787341114,0.45983201136600005,34.8316054311,116.061711637,179.60243852,12.2584095436,2456658.5,-3.71028625144,21.25,310.012756348,True
5004901,649.862767938,0.343262500565,29.864824481,99.16833762579999,131.337923402,53.64319518479999,2456658.5,-3.791229037,23.89,582.370117188,True
5004911,645.380158297,0.39942952305299995,25.7981858254,95.1831880883,125.087971017,33.5298145244,2456658.5,-6.138056790429999,20.74,484.62542724599996,True
5004971,540.904185374,0.35421500015100005,30.0690840095,112.17420834299999,131.049453926,56.3865763087,2456658.5,-4.450895604119999,22.53,494.831481934,True
5004981,506.60232202699996,0.475413524397,29.0359550664,91.5012447231,137.67975327,52.23531264100001,2456658.5,-6.35340332726,20.32,460.52795410199997,True
5005019,448.161776154,0.598101025184,37.8646635188,103.88222348,155.648416006,14.0390225423,2456658.5,-0.459439962798,23.06,221.84788513200002,True
5005039,535.688065906,0.508200202593,34.6556485659,107.68417883299999,150.947939612,13.144733676800001,2456658.5,-3.01508891749,21.66,290.655059814,True
5005106,543.7752883119999,0.279566094069,28.687467161999997,111.941724783,158.925931645,40.0033104718,2456658.5,-3.8327180426800003,22.76,451.76651001,True
5005204,785.952344909,0.45604490336599995,34.3641523894,86.00172781180001,141.036733387,56.549333734300006,2456658.5,-6.39750386239,22.32,738.8713989260001,True
5005281,607.792603773,0.311888447846,26.1732421964,98.5253817192,159.710488664,31.366377321199998,2456658.5,-5.29354701547,21.47,470.780395508,True
5005285,484.51275544,0.355357656454,28.8951702455,107.325648411,165.11412631,33.5491545507,2456658.5,-2.0177906770800003,23.73,371.304962158,True
5005342,776.4916175,0.429374540463,34.9220871189,127.80170050299999,129.459916204,46.4118123259,2456658.5,-3.48208771771,24.74,659.442016602,True
5005354,754.2084029519999,0.546759859391,37.552181761,118.70763090000001,133.4910915,28.5884758758,2456658.5,-3.30429384686,23.82,511.24319458,True
5005396,477.37710556900004,0.491919778679,34.3955764766,86.7615109079,130.116095013,71.5124471341,2456658.5,-5.58779735922,21.57,515.426452637,True
5005398,587.60512483,0.547188844552,34.9482731681,91.57094277030001,142.573727336,34.156508398,2456658.5,-6.29170426332,20.14,435.576141357,True
5005473,570.4094885569999,0.47294762807199997,29.4616465102,108.08238593899999,166.81199758399998,25.518176554,2456658.5,-1.7235876467400002,24.1,378.048919678,True
5005499,537.734783105,0.593985734339,21.3649268328,107.83043327600001,147.87889183299998,13.4247486419,2456658.5,-3.1297958343900003,21.13,263.67419433599997,True
5005623,601.102973082,0.42553903568400003,30.9211508842,109.083340369,125.40021445100001,51.6177935324,2456658.5,-2.70422340559,24.62,535.71472168,True
5005626,509.241183899,0.581642219176,35.625286172399996,127.864066478,128.97774768600001,27.9328207456,2456658.5,-1.06514018251,24.31,340.82058715799997,True
5005659,666.545678404,0.41006403293899996,30.8555710477,90.73464257370001,144.369813179,28.020174052199998,2456658.5,-5.971424988559999,20.79,471.537994385,True
5005728,739.9333586639999,0.326625544083,29.780916489000003,87.01520797180001,169.524406257,46.367179104799995,2456658.5,-6.14647845954,21.88,630.395690918,True
5005757,811.569480852,0.297271021934,27.785297544000002,85.7837682524,145.639878347,76.1179879474,2456658.5,-5.12635619176,24.06,824.720703125,True
5005768,847.271035156,0.5684970418699999,35.936834871900004,111.873877239,162.28406365,7.43242215252,2456658.5,-1.92645656694,23.98,386.408172607,True
5005785,745.885647727,0.253546235118,35.280392493499996,106.712631445,124.875841347,71.12060298600001,2456658.5,-4.15728799058,24.51,731.39263916,True
5005787,468.04488830599996,0.319715316171,39.9344978591,85.9351810364,130.174520916,47.7714103464,2456658.5,-1.83768437926,24.25,403.08996582,True
5005868,762.457786289,0.418872430349,23.6460840481,105.54065088200001,148.360498316,33.316883535900004,2456658.5,-6.8377242465,20.73,567.187194824,True
5005919,400.898153214,0.5278138928530001,36.373436208200005,91.94055509200001,146.19190272,43.1683205506,2456658.5,-5.18943393946,20.11,335.214202881,True
5005960,646.416405257,0.258291414731,37.2185006593,112.209748207,174.867831653,31.3982366035,2456658.5,-2.8646798493799994,24.34,520.661743164,True
5006003,839.2951471060001,0.310014428297,28.3678193204,102.571492175,136.660764722,42.6650269613,2456658.5,-6.4973703679699994,21.98,700.162780762,True
5006008,840.81902371,0.304117119365,22.5037850836,83.1623419373,160.762124281,41.950290318899995,2456658.5,-6.971231542130001,21.5,699.5964355469999,True
5006090,863.7388837589999,0.404721317503,39.9906624809,93.2987249931,177.094612846,12.0666018521,2456658.5,-3.5594133615599994,23.75,535.238891602,True
5006095,746.962707305,0.584475136912,39.6704036314,116.198067035,126.79765358600001,29.6010380733,2456658.5,-6.260320198730001,20.9,515.6127319340001,True
5006099,624.058749479,0.252266141946,34.6491002334,101.60952256,153.187834262,61.7964638125,2456658.5,-5.268664751,22.44,585.464172363,True
5006243,713.43987184,0.36862063088200003,20.458706625399998,89.51158766420001,155.649943308,31.8650821863,2456658.5,-6.45364012566,20.86,535.481384277,True
5006295,583.487729803,0.412775542436,31.2983505667,92.3734498313,140.799505497,34.4156190307,2456658.5,-1.5906207663799998,24.88,439.897644043,True
5006353,627.606970789,0.298414751027,22.556825693,95.7496027336,128.112308568,82.62473995149999,2456658.5,-4.09032278995,24.13,658.4812011719999,True
5006354,894.9414690010001,0.42663039530999997,37.078579117800004,99.7490423207,168.313877141,20.6046847888,2456658.5,-3.03754057702,24.63,579.990844727,True
5006437,643.105031125,0.26294652761,36.7130221181,83.93209982319999,158.35475004399999,55.9943329043,2456658.5,-6.62008853466,21.09,585.7297363280001,True
5006465,895.349638104,0.517440149181,38.088690735300005,89.9222152206,125.050434269,40.9299568902,2456658.5,-4.01291478865,24.62,725.68347168,True
5006527,782.1507212719999,0.27756862853500003,31.060329168899997,98.61794410899999,177.96856738900001,38.7908708072,2456658.5,-7.900407457030001,20.23,646.0607910159999,True
5006574,488.365517866,0.41966908267700004,21.4685662932,102.63044790299999,151.365311478,25.232727100100004,2456658.5,-4.97205693011,20.3,333.712677002,True
